description,category
WEB 2435 ALASKA AIR,Travel
POS 7717 HULU /ONLINE,Entertainment
MOBIL *9055,Gas
POS 8856 PLAYSTATION STORE - AUSTIN TX,Entertainment
NETFLIX #6169,Entertainment
CARD 9756 TJ MAXX,Shopping
ZELLE REQUEST - SEATTLE WA,P2P
MONTHLY SERVICE FEE /ONLINE,Fees
CARD 1834 CVS PHARMACY,Health
AUTH 1964 PG&E *1964,Utilities
WEB 5670 FRONTIER COMMUNICATIONS - OAKLAND CA,Utilities
WEB 9757 WIRE FEE,Fees
STATEMENT FEE,Fees
WEB 4647 FOREIGN TRANSACTION FEE #4647,Fees
PLAYSTATION STORE *6983,Entertainment
PAYMENT SECOND CUP #7928,Coffee
AUTH 6329 HOTELS.COM STORE 6329,Travel
POS 8756 GELSON'S *8756,Grocery
PURCHASE XFINITY - AUSTIN TX,Utilities
WEB 8506 PHYSICAL THERAPY - SEATTLE WA,Health
WEB 8130 MEIJER #8130,Grocery
PAYPAL FRIENDS,P2P
AUTH 7000 TAXI SERVICE,Transport
CARD 9281 WEGMANS,Grocery
ONLINE RENT PAYMENT /ONLINE,Rent
HAPPY HOUR LOUNGE /ONLINE,Bars
VENMO /ONLINE,P2P
COFFEE BEAN & TEA LEAF,Coffee
CARD 1739 ANNUAL FEE SAN JOSE CA,Fees
PURCHASE H&M /ONLINE,Shopping
AUTH 7874 ONLINE RENT PAYMENT,Rent
AUTH 6370 SEPHORA SEATTLE WA,Shopping
HARDWARE STORE,Other
PURCHASE CHEVRON *6437,Gas
PAYPAL TRANSFER *9090,P2P
BARNES & NOBLE AUSTIN TX,Shopping
COX COMMUNICATIONS,Utilities
NORDSTROM #3668,Shopping
POS 2134 LIME BIKE *2134,Transport
TRANSFER FEE /ONLINE,Fees
AUTH 8408 ZAXBY'S STORE 8408,Restaurants
PURCHASE RENTCAFE BERKELEY CA,Rent
PAYMENT CANCER CENTER *1278,Health
WEB 7638 BANDCAMP STORE 7638,Entertainment
EXXONMOBIL,Gas
MARSHALLS,Shopping
KROGER,Grocery
CARD 7704 DELTA AIR LINES /ONLINE,Travel
LABCORP - NEW YORK NY,Health
PURCHASE FRONTIER COMMUNICATIONS - OAKLAND CA,Utilities
MOBIL SAN JOSE CA,Gas
FANDANGO STORE 6011,Entertainment
WEB 5329 DRY CLEANING STORE 5329,Other
CARD 1492 SPIRIT AIRLINES,Travel
WEB 3172 FRONTIER COMMUNICATIONS #3172,Utilities
YARDI RENT #8756,Rent
VALERO /ONLINE,Gas
CARD 3361 CHIPOTLE,Restaurants
AUTH 3192 COMMUNITY CENTER #3192,Other
TRANSFER FEE,Fees
PET STORE,Other
PURCHASE YARDI RENT STORE 1774,Rent
CARD 3825 EMERGENCY ROOM *3825,Health
AUTH 1989 SAVE MART STORE 1989,Grocery
POS 5584 DELTA SHUTTLE STORE 5584,Transport
AUTH 8057 YARDI RENT *8057,Rent
CARD 1594 VENMO REQUEST /ONLINE,P2P
AUTH 6442 BUILDINGLINK - BERKELEY CA,Rent
POS 3964 OVERDRAFT FEE #3964,Fees
PAYMENT BP STORE 5197,Gas
CARD 3348 TRUE VALUE - LOS ANGELES CA,Other
YARDI RENT *4193,Rent
WALGREENS OAKLAND CA,Health
ATM FEE #8496,Fees
BP OAKLAND CA,Gas
WEB 5067 MONTHLY SERVICE FEE,Fees
PURCHASE LIME BIKE,Transport
PURCHASE PET STORE,Other
AUTH 9548 PEET'S COFFEE,Coffee
POS 8888 NSF FEE *8888,Fees
PURCHASE FIVE GUYS AUSTIN TX,Restaurants
WEB 2669 JETBLUE #2669,Travel
CARD 4930 PHILLIPS 66 - NEW YORK NY,Gas
PURCHASE CANCER CENTER,Health
PAYMENT CULVER'S STORE 6981,Restaurants
SPECTRUM *6061,Utilities
WEB 9640 IRISH PUB,Bars
POS 5430 PG&E - NEW YORK NY,Utilities
AUTH 3658 AT&T INTERNET STORE 3658,Utilities
PURCHASE MEGABUS /ONLINE,Transport
PURCHASE JERSEY MIKE'S,Restaurants
CHILI'S,Restaurants
WEB 8047 CHIME TRANSFER,P2P
CARD 3219 DISTILLERY BAR,Bars
PURCHASE SMUD ENERGY STORE 3779,Utilities
CARD 1183 OPTOMETRY CENTER SAN FRANCISCO CA,Health
AUTH 2810 PAYPAL FRIENDS,P2P
PAYMENT GAMESTOP,Shopping
CASH APP *4646,P2P
AIRBNB,Travel
PAYMENT VALERO STORE 4761,Gas
MUNI METRO AUSTIN TX,Transport
PAYMENT RALPHS,Grocery
PURCHASE ETSY SEATTLE WA,Shopping
LANDLORD TRANSFER SEATTLE WA,Rent
AUTH 6210 STRIPE PAYOUT - SAN JOSE CA,P2P
CULVER'S,Restaurants
POS 7967 SPIRIT AIRLINES *7967,Travel
CARD 8227 HARDWARE STORE,Other
COSTCO FUEL,Gas
PURCHASE CASH APP STORE 8769,P2P
AUTH 1939 EXXONMOBIL SEATTLE WA,Gas
DISTILLERY BAR #7131,Bars
GAMESTOP,Shopping
DUTCH BROS,Coffee
AMAZON,Shopping
PURCHASE POST OFFICE,Other
WEB 8496 WENDY'S,Restaurants
LANDLORD TRANSFER LOS ANGELES CA,Rent
TARGET STORE 4043,Shopping
GOOGLE PAY - SAN FRANCISCO CA,P2P
PAYMENT COCKTAIL CLUB /ONLINE,Bars
QUEST DIAGNOSTICS - OAKLAND CA,Health
POS 5026 OVERDRAFT FEE *5026,Fees
POS 5643 TARGET,Shopping
PURCHASE PORTILLO'S OAKLAND CA,Restaurants
PAYMENT THE ALEHOUSE,Bars
PURCHASE EXXONMOBIL,Gas
PURCHASE JETBLUE STORE 4930,Travel
AUTH 1908 GOOGLE PAY #1908,P2P
AUTH 7047 YARDI RENT,Rent
WEB 1575 MCDONALD'S STORE 1575,Restaurants
PAYMENT KROGER #1740,Grocery
YOUTUBE PREMIUM /ONLINE,Entertainment
HARRIS TEETER STORE 6815,Grocery
PAYMENT GETTY /ONLINE,Gas
WEB 8899 IHOP,Restaurants
EXXONMOBIL STORE 7213,Gas
CARD 3953 PEACOCK /ONLINE,Entertainment
PURCHASE PEET'S COFFEE,Coffee
CARD 4230 PET STORE #4230,Other
AUTH 9606 YARD HOUSE /ONLINE,Bars
POS 8758 AIRPORT PARKING,Travel
APARTMENT RENT *6079,Rent
CARD 4723 GYM MEMBERSHIP - SAN FRANCISCO CA,Health
POS 1185 H&M - SAN FRANCISCO CA,Shopping
PURCHASE CARD REPLACEMENT FEE BERKELEY CA,Fees
POS 7311 SHELL *7311,Gas
LAVAZZA CAFE STORE 9436,Coffee
POS 5619 WIRE FEE #5619,Fees
UBERPOOL SAN JOSE CA,Transport
WEB 3259 CITY PARKING *3259,Transport
UNITED AIRLINES AUSTIN TX,Travel
LIVE NATION AUSTIN TX,Entertainment
PAYMENT GAS BUDDY - SEATTLE WA,Gas
WEGMANS - SAN JOSE CA,Grocery
WHOLE FOODS - SEATTLE WA,Grocery
PAYMENT PRICELINE,Travel
PAYMENT TIM HORTONS STORE 5349,Coffee
AUTH 4696 BARCADE #4696,Bars
MISC CHARGE,Other
TSA PRECHECK #8279,Travel
COCKTAIL CLUB STORE 3344,Bars
CARD 3293 VENMO REQUEST,P2P
NBA LEAGUE PASS STORE 3727,Entertainment
POS 1606 LABCORP STORE 1606,Health
WEB 5032 ORTHO CLINIC,Health
CARD 8688 ZELLE REQUEST /ONLINE,P2P
WEB 2325 PRICELINE SEATTLE WA,Travel
SMUD ENERGY,Utilities
POS 1264 PAYLEASE,Rent
AUTH 3025 SPEAKEASY NEW YORK NY,Bars
PURCHASE EL POLLO LOCO,Restaurants
POS 7819 GAS COMPANY,Utilities
CARD 9608 BREWHOUSE STORE 9608,Bars
TJ MAXX,Shopping
CARD 9231 SPEAKEASY,Bars
DISNEY+ - NEW YORK NY,Entertainment
PAYMENT SPEEDWAY SAN FRANCISCO CA,Gas
IRISH PUB /ONLINE,Bars
CARD 2267 AMTRAK /ONLINE,Transport
ORTHO CLINIC,Health
PAYMENT ADT SECURITY,Utilities
CARD 6933 SUNOCO #6933,Gas
AUTH 3042 SPIRIT AIRLINES,Travel
WEB 9502 ACME MARKETS,Grocery
PURCHASE ORTHO CLINIC,Health
POS 2555 SIRIUSXM /ONLINE,Entertainment
TAXI SERVICE STORE 9964,Transport
WEB 5181 BP #5181,Gas
PAYMENT PHILZ COFFEE #6530,Coffee
CARD 6045 FRONTIER AIRLINES *6045,Travel
POS 3689 SOUTHWEST #3689,Travel
KROGER OAKLAND CA,Grocery
WHISKEY BAR AUSTIN TX,Bars
POS 8866 AMERICAN AIRLINES STORE 8866,Travel
PURCHASE CVS PHARMACY AUSTIN TX,Health
PURCHASE RITE AID,Health
WEB 7086 WHISKEY BAR - LOS ANGELES CA,Bars
AUTH 3444 REALPAGE PAYMENTS STORE 3444,Rent
PAYMENT SEATTLE'S BEST STORE 6336,Coffee
PAYMENT BARCADE,Bars
JACK IN THE BOX *7553,Restaurants
PAYMENT RITE AID /ONLINE,Health
POS 7763 HOTELS.COM - NEW YORK NY,Travel
AUTH 6651 HERTZ #6651,Transport
WEB 1935 COMMUNITY CENTER,Other
STARBUCKS #2832,Coffee
LYFT AIRPORT - AUSTIN TX,Travel
PURCHASE STAPLES - SAN FRANCISCO CA,Shopping
CARD 8415 LANDLORD TRANSFER *8415,Rent
AUTH 6139 ENTERPRISE RENTAL - SEATTLE WA,Transport
NFL GAMEPASS /ONLINE,Entertainment
AUTH 2639 ZELLE REQUEST *2639,P2P
VENMO REQUEST /ONLINE,P2P
AUTH 2443 CULVER'S #2443,Restaurants
CHEVRON #6478,Gas
PAYMENT AVIS RENTAL #8445,Transport
POS 7079 RENTCAFE STORE 7079,Rent
PURCHASE FARMERS MARKET #4123,Other
POS 1034 KAISER #1034,Health
BUDGET RENTAL,Transport
PURCHASE LATE FEE - NEW YORK NY,Fees
PURCHASE INTELLIGENTSIA,Coffee
SONIC INTERNET #2806,Utilities
BUILDINGLINK STORE 8331,Rent
OVERDRAFT FEE *1814,Fees
AUTH 1166 EL POLLO LOCO #1166,Restaurants
WEB 9552 SIRIUSXM SAN JOSE CA,Entertainment
AUTH 1532 GOODWILL /ONLINE,Other
ANNUAL FEE - BERKELEY CA,Fees
PURCHASE BANDCAMP *3316,Entertainment
AUTH 3967 JETBLUE,Travel
CARD 1419 GAS BUDDY STORE 1419,Gas
AUTH 1359 GIANT FOOD STORE 1359,Grocery
ESSO,Gas
T-MOBILE,Utilities
PAYMENT PAYPAL FRIENDS,P2P
CHILI'S BAR #4245,Bars
ORTHO CLINIC,Health
WEB 7631 TICKETMASTER,Entertainment
COSTCO FUEL STORE 2649,Gas
POS 9088 WIRE FEE,Fees
PAYMENT PAYPAL FRIENDS,P2P
WEB 5587 TRANSFER FEE,Fees
AUTH 8351 RITE AID STORE 8351,Health
LYFT AIRPORT,Travel
POS 2381 DELTA AIR LINES /ONLINE,Travel
VALERO,Gas
PURCHASE DOLLAR TREE,Other
AUTH 2039 PEET'S COFFEE,Coffee
POS 1762 SPOTIFY /ONLINE,Entertainment
POS 1441 BOJANGLES,Restaurants
NOB HILL FOODS *1174,Grocery
CVS PHARMACY /ONLINE,Health
CARD 7107 FRESH MARKET,Grocery
WEB 7448 APARTMENT RENT #7448,Rent
WEB 3986 ANNUAL FEE /ONLINE,Fees
POS 8467 CASH APP,P2P
DERMATOLOGY #4549,Health
SEPHORA,Shopping
PURCHASE SPIRIT AIRLINES,Travel
CARD REPLACEMENT FEE #7387,Fees
CARD 7358 CASH ADVANCE FEE *7358,Fees
PURCHASE FANDANGO #5985,Entertainment
PURCHASE PORTILLO'S /ONLINE,Restaurants
ATM FEE,Fees
PAYMENT DIVE BAR,Bars
WEB 8639 LATE FEE STORE 8639,Fees
PAYMENT AMAZON /ONLINE,Shopping
HARDEE'S #8611,Restaurants
HERTZ /ONLINE,Transport
ELECTRIC CO-OP #7038,Utilities
STOP & SHOP STORE 6003,Grocery
PURCHASE ATM FEE STORE 5769,Fees
POS 2591 TENANT WEB *2591,Rent
PURCHASE TACO BELL,Restaurants
AUTH 1228 MEGABUS,Transport
CARD 7054 DENNY'S STORE 7054,Restaurants
WEB 9654 HOME IMPROVEMENT,Other
WEB 5569 SAVE MART,Grocery
CARD 1962 BART CLIPPER,Transport
PAYMENT VALERO STORE 8612,Gas
PAYMENT SMUD ENERGY - BERKELEY CA,Utilities
CARD 6991 SEATTLE'S BEST - SEATTLE WA,Coffee
DIRECTV - SAN JOSE CA,Utilities
LAVAZZA CAFE - OAKLAND CA,Coffee
POS 1554 HARDEE'S,Restaurants
FOREIGN TRANSACTION FEE *5848,Fees
MUNI METRO - SAN FRANCISCO CA,Transport
AUTH 5291 KAISER SAN FRANCISCO CA,Health
DONATION OAKLAND CA,Other
CARD 8881 SERVICE CHARGE /ONLINE,Fees
SONIC INTERNET *7435,Utilities
SPIRIT AIRLINES /ONLINE,Travel
CARD 3413 BATH & BODY WORKS STORE 3413,Shopping
WEB 1594 GREYHOUND,Transport
CHIPOTLE STORE 3587,Restaurants
AUTH 7808 UBER TRIP #7808,Transport
WEB 5475 EXXON /ONLINE,Gas
POS 6184 76 STATION,Gas
NOB HILL FOODS #1895,Grocery
PAYMENT STEAM GAMES,Entertainment
PURCHASE CVS PHARMACY OAKLAND CA,Health
BANK FEE,Fees
DELTA VACATIONS AUSTIN TX,Travel
WEB 1325 FOOD LION *1325,Grocery
PURCHASE NETFLIX,Entertainment
POS 4010 DUNKIN STORE 4010,Coffee
PAYMENT ANNUAL FEE,Fees
APARTMENT RENT /ONLINE,Rent
WEB 4866 PANERA BREAD /ONLINE,Restaurants
CARD 3890 IRISH PUB,Bars
POS 4937 IN-N-OUT *4937,Restaurants
PAYMENT BREWHOUSE,Bars
LOCAL MARKET - BERKELEY CA,Other
PURCHASE RED LOBSTER,Restaurants
TAPHOUSE,Bars
POS 2086 SPECTRUM - BERKELEY CA,Utilities
EXXONMOBIL /ONLINE,Gas
CARD 6241 SPOTIFY - LOS ANGELES CA,Entertainment
AUTH 9147 APARTMENTS LLC /ONLINE,Rent
APPLE STORE SAN FRANCISCO CA,Shopping
WEB 7884 LAVAZZA CAFE STORE 7884,Coffee
AUTH 4379 APARTMENT RENT,Rent
CARD 9498 WIRE FEE - NEW YORK NY,Fees
AUTH 4749 MUNI METRO,Transport
PAYMENT POST OFFICE - SEATTLE WA,Other
PAYMENT RENT PAYMENT PORTAL - NEW YORK NY,Rent
RENTCAFE - NEW YORK NY,Rent
POS 5273 MONTHLY SERVICE FEE /ONLINE,Fees
PURCHASE ZELLE,P2P
CARD 5141 COSTCO WHOLESALE *5141,Shopping
DELTA SHUTTLE SAN FRANCISCO CA,Transport
PURCHASE AIRBNB /ONLINE,Travel
ENTERPRISE RENTAL,Transport
PURCHASE REMITLY - SEATTLE WA,P2P
CARD 8146 UNIQLO *8146,Shopping
STREET VENDOR,Other
AUTH 8242 FOOD 4 LESS STORE 8242,Grocery
POS 3713 CITY GARBAGE *3713,Utilities
AUTH 9426 LIVE NATION /ONLINE,Entertainment
WIRE FEE #4062,Fees
PAYMENT HERTZ /ONLINE,Transport
CARD 1317 OVERDRAFT FEE *1317,Fees
PAYMENT PORTILLO'S STORE 2929,Restaurants
WEB 9255 FOREIGN TRANSACTION FEE OAKLAND CA,Fees
PURCHASE UNIQLO - NEW YORK NY,Shopping
FRESH MARKET *1191,Grocery
PG&E /ONLINE,Utilities
VERIZON - OAKLAND CA,Utilities
PURCHASE AT&T INTERNET *4264,Utilities
WEB 9897 MAINTENANCE FEE,Fees
JETBLUE - OAKLAND CA,Travel
POS 7183 MEIJER STORE 7183,Grocery
POS 5895 PET STORE,Other
WEB 8036 UBER TRIP #8036,Transport
AUTH 1968 MENTAL HEALTH,Health
PURCHASE ZELLE #6745,P2P
GIANT FOOD,Grocery
SEATTLE'S BEST,Coffee
HERTZ,Transport
PURCHASE APARTMENTS LLC - SAN FRANCISCO CA,Rent
POS 6051 BEER GARDEN,Bars
WEB 8004 FRESH MARKET AUSTIN TX,Grocery
AUTH 8415 LYFT XL,Transport
POS 6679 NIKE STORE,Shopping
PAYMENT RENT PAYMENT PORTAL /ONLINE,Rent
WHOLE FOODS #6251,Grocery
POS 5364 CASH ADVANCE FEE /ONLINE,Fees
AUTH 8845 COFFEE REPUBLIC *8845,Coffee
IRISH PUB #7959,Bars
AUTH 5198 BARCADE OAKLAND CA,Bars
WEB 8671 COMCAST #8671,Utilities
POS 7172 MARSHALLS,Shopping
REVOLUT,P2P
PAYMENT REALPAGE PAYMENTS *7789,Rent
POS 5534 REVOLUT,P2P
AUTH 4095 CALTRAIN - AUSTIN TX,Transport
AUTH 8896 RENT PAYMENT PORTAL /ONLINE,Rent
PAYMENT BUFFALO WILD WINGS BAR #8461,Bars
WEB 8395 PAYPAL TRANSFER SAN FRANCISCO CA,P2P
PAYMENT SECOND CUP /ONLINE,Coffee
AUTH 9056 STARBUCKS STORE 9056,Coffee
PRICELINE - AUSTIN TX,Travel
AUTH 6759 TAPHOUSE,Bars
AUTH 5265 SAVE MART - AUSTIN TX,Grocery
ZIPCAR /ONLINE,Transport
PURCHASE EXPEDIA LOS ANGELES CA,Travel
REGAL CINEMAS *5695,Entertainment
POS 3375 THRIFT STORE - NEW YORK NY,Other
CARD 1307 CIDER HOUSE,Bars
NSF FEE - SAN JOSE CA,Fees
AUTH 7941 SUBWAY SEATTLE WA,Restaurants
PURCHASE FIVE GUYS /ONLINE,Restaurants
CARD 4341 BREWHOUSE STORE 4341,Bars
DIRECTV - AUSTIN TX,Utilities
PAYPAL FRIENDS,P2P
THE LOCAL PUB,Bars
WEB 7893 BANDCAMP,Entertainment
PAYMENT WELLNESS CENTER /ONLINE,Health
APARTMENTS LLC /ONLINE,Rent
CARD 7513 ZELLE /ONLINE,P2P
WEB 4610 ENTERPRISE RENTAL #4610,Transport
TRANSFER FEE *7809,Fees
WEB 3202 LEASE DEPOSIT #3202,Rent
PURCHASE CALTRAIN #3815,Transport
POS 8973 UNITED AIRLINES *8973,Travel
CRUNCHYROLL #1748,Entertainment
PURCHASE LOCAL MARKET - BERKELEY CA,Other
AUTH 8819 PUBLIX NEW YORK NY,Grocery
GAS COMPANY #7035,Utilities
PAYMENT DENNY'S #5668,Restaurants
BANK FEE /ONLINE,Fees
PURCHASE WATER BILL,Utilities
PURCHASE VENMO #2557,P2P
PAYMENT LYFT RIDE - LOS ANGELES CA,Transport
PAYMENT LIME BIKE - SAN FRANCISCO CA,Transport
PURCHASE REMITLY STORE 8353,P2P
AUTH 5454 LATE FEE - OAKLAND CA,Fees
NFL GAMEPASS STORE 7181,Entertainment
AUTH 8008 PATREON #8008,Entertainment
THE LOCAL PUB - SEATTLE WA,Bars
CARD 3426 CULVER'S,Restaurants
BUILDINGLINK STORE 9662,Rent
CARD 4049 VENMO - OAKLAND CA,P2P
AUTH 8528 MARRIOTT STORE 8528,Travel
CARD 2965 DELTA SHUTTLE,Transport
DERMATOLOGY,Health
PAYMENT GELSON'S #8264,Grocery
MICROBREWERY STORE 3057,Bars
HOTELS.COM,Travel
ULTA,Shopping
APARTMENT RENT SEATTLE WA,Rent
TARGET STORE 3055,Shopping
PAYPAL FRIENDS *3513,P2P
SIRIUSXM,Entertainment
POS 1430 EL POLLO LOCO,Restaurants
TOLL BRIDGE,Transport
WEB 9470 BARNES & NOBLE,Shopping
CARD 3558 TAXI SERVICE STORE 3558,Transport
BATH & BODY WORKS *2664,Shopping
POS 7593 IKEA,Shopping
POS 6193 EXPEDIA *6193,Travel
WEB 7397 PRICELINE,Travel
CARD 8121 SEATTLE'S BEST,Coffee
PORTILLO'S,Restaurants
AUTH 7783 FANDANGO - NEW YORK NY,Entertainment
PAYMENT BANK FEE /ONLINE,Fees
CARD 4760 DELTA AIR LINES NEW YORK NY,Travel
PAYMENT AT&T *2232,Utilities
76 STATION #1991,Gas
CASH APP #4915,P2P
CARD 7564 BANK FEE /ONLINE,Fees
WINCO LOS ANGELES CA,Grocery
CARD 1996 TARGET #1996,Shopping
76 STATION #9559,Gas
DELTA VACATIONS #3464,Travel
PAYMENT DONATION,Other
PAYMENT CANCER CENTER #3457,Health
POS 6665 REMITLY - LOS ANGELES CA,P2P
PURCHASE VALERO /ONLINE,Gas
CITY PARKING #2845,Transport
PAYMENT PHYSICAL THERAPY LOS ANGELES CA,Health
HARBOR FREIGHT,Other
FARMERS MARKET,Other
PURCHASE SEPHORA SAN JOSE CA,Shopping
POS 4258 FARMERS MARKET /ONLINE,Other
WEB 2866 YOUTUBE PREMIUM,Entertainment
AUTH 7360 ALDI *7360,Grocery
ZELLE REQUEST,P2P
AUTH 5539 CRUNCHYROLL,Entertainment
LIME BIKE /ONLINE,Transport
CARD 4063 GULF OIL NEW YORK NY,Gas
NSF FEE /ONLINE,Fees
SPORTS BAR *4446,Bars
WEB 4051 CITY PARKING,Transport
PAYMENT WATER BILL - BERKELEY CA,Utilities
PURCHASE GYM MEMBERSHIP #5975,Health
PAYMENT SPEEDWAY #1876,Gas
PURCHASE PHILLIPS 66,Gas
PAYMENT DIVE BAR,Bars
POS 2341 P.F. CHANG'S NEW YORK NY,Restaurants
LANDLORD TRANSFER,Rent
LYFT AIRPORT /ONLINE,Travel
TACO BELL,Restaurants
PAYMENT QUEST DIAGNOSTICS /ONLINE,Health
TARGET - SAN JOSE CA,Shopping
PAYMENT UBER AIRPORT #4185,Travel
WEB 8953 MARKET BASKET STORE 8953,Grocery
ZELLE REQUEST LOS ANGELES CA,P2P
CARD 4091 MACY'S,Shopping
SPORTS BAR,Bars
AVAIL.CO - SAN FRANCISCO CA,Rent
HARBOR FREIGHT,Other
NOODLES & CO STORE 4846,Restaurants
PAYMENT DONATION,Other
SONIC INTERNET,Utilities
CARD 4166 TEXACO *4166,Gas
HOME IMPROVEMENT SEATTLE WA,Other
ESSO,Gas
PAYMENT SPROUTS,Grocery
REALPAGE PAYMENTS - OAKLAND CA,Rent
NSF FEE,Fees
AUTH 6685 PUBLIX,Grocery
POS 9197 BANDCAMP - NEW YORK NY,Entertainment
OVERDRAFT FEE - SAN JOSE CA,Fees
CARD 2879 STUMPTOWN AUSTIN TX,Coffee
CARD 4863 APPLE CASH,P2P
AUTH 1269 TOLL BRIDGE,Transport
POS 7564 DISNEY+ #7564,Entertainment
AUTH 9776 BIGGBY COFFEE SEATTLE WA,Coffee
CARD 7205 PHILZ COFFEE,Coffee
PURCHASE MOBIL - BERKELEY CA,Gas
POS 7753 WALMART,Shopping
AUTH 9959 SEATTLE'S BEST,Coffee
CARD 9128 MARSHALLS,Shopping
AUTH 2407 REVOLUT - SAN JOSE CA,P2P
LYFT AIRPORT - LOS ANGELES CA,Travel
PURCHASE ZARA,Shopping
WEB 5474 POST OFFICE #5474,Other
GYM MEMBERSHIP,Health
THE LOCAL PUB /ONLINE,Bars
INTELLIGENTSIA LOS ANGELES CA,Coffee
POS 7940 HILTON STORE 7940,Travel
WEB 6132 DENTAL CLINIC NEW YORK NY,Health
STATEMENT FEE /ONLINE,Fees
GETTY #2710,Gas
PURCHASE COFFEE BEAN & TEA LEAF,Coffee
CARD 6631 AT&T BERKELEY CA,Utilities
ZELLE REQUEST STORE 7614,P2P
FRED MEYER,Grocery
AUTH 2921 DONATION,Other
WEB 7185 WINCO #7185,Grocery
TRANSFER FEE,Fees
CARD 8598 DERMATOLOGY,Health
PURCHASE AMAZON - AUSTIN TX,Shopping
CARIBOU COFFEE SAN JOSE CA,Coffee
DERMATOLOGY - LOS ANGELES CA,Health
FAMILY DOLLAR STORE 8683,Other
BUDGET RENTAL /ONLINE,Transport
POS 9072 COFFEE REPUBLIC /ONLINE,Coffee
PURCHASE GAS BUDDY /ONLINE,Gas
PORTILLO'S,Restaurants
HULU /ONLINE,Entertainment
CASH APP,P2P
POS 5475 FOOD LION STORE 5475,Grocery
PAYMENT BIGGBY COFFEE /ONLINE,Coffee
SERVICE CHARGE #9218,Fees
DRY CLEANING #2036,Other
PURCHASE ORTHO CLINIC *4746,Health
MACY'S *6391,Shopping
ZELLE REQUEST /ONLINE,P2P
POS 1887 BIGGBY COFFEE - LOS ANGELES CA,Coffee
PAYMENT WHOLE FOODS /ONLINE,Grocery
NFL GAMEPASS STORE 1471,Entertainment
POS 5299 SQUARE CASH,P2P
DRY CLEANING,Other
AUTH 8456 EXXONMOBIL LOS ANGELES CA,Gas
INTELLIGENTSIA #7526,Coffee
NORDSTROM - BERKELEY CA,Shopping
PURCHASE CIRCLE K *5311,Gas
POS 9844 SAVE MART STORE 9844,Grocery
PAYPAL FRIENDS SAN FRANCISCO CA,P2P
CARD 7138 PG&E - SAN FRANCISCO CA,Utilities
PAYMENT LANDLORD TRANSFER,Rent
PURCHASE SIRIUSXM /ONLINE,Entertainment
PAYMENT DELTA AIR LINES STORE 2048,Travel
LAUNDROMAT #5172,Other
PAYMENT QUEST DIAGNOSTICS /ONLINE,Health
TAPROOM,Bars
WEB 3230 JACK IN THE BOX #3230,Restaurants
AUTH 1062 CULVER'S - AUSTIN TX,Restaurants
FOREIGN TRANSACTION FEE LOS ANGELES CA,Fees
AUTH 4684 FOREIGN TRANSACTION FEE - SAN FRANCISCO CA,Fees
AUTH 5446 EBAY STORE 5446,Shopping
SONIC INTERNET /ONLINE,Utilities
KOHL'S /ONLINE,Shopping
WEB 6067 WHOLE FOODS STORE 6067,Grocery
PAYMENT TIM HORTONS,Coffee
CASH APP,P2P
POS 8685 DOMINO'S PIZZA,Restaurants
BARNES & NOBLE,Shopping
WEB 8449 THE ALEHOUSE BERKELEY CA,Bars
PAYMENT LYFT XL *4810,Transport
VENMO,P2P
PURCHASE CITY GARBAGE *3605,Utilities
PAYMENT SPIRIT AIRLINES,Travel
AUTH 4128 NETFLIX,Entertainment
THE ALEHOUSE STORE 4054,Bars
CARD 9368 HILTON - SAN FRANCISCO CA,Travel
WINCO,Grocery
STRIPE PAYOUT #8418,P2P
AUTH 8927 SEPHORA,Shopping
MONTHLY SERVICE FEE /ONLINE,Fees
WEB 3077 TRANSFER FEE /ONLINE,Fees
AUTH 1821 BARNES & NOBLE STORE 1821,Shopping
NORDSTROM,Shopping
PURCHASE APARTMENT RENT - NEW YORK NY,Rent
76 STATION,Gas
PURCHASE SPOTIFY,Entertainment
TSA PRECHECK /ONLINE,Travel
POS 3041 PATREON,Entertainment
POS 4914 SUNOCO - NEW YORK NY,Gas
RALPHS,Grocery
COSTCO WHOLESALE,Shopping
PAYMENT REMITLY SAN JOSE CA,P2P
COX COMMUNICATIONS - LOS ANGELES CA,Utilities
POS 5025 DIVE BAR AUSTIN TX,Bars
PAYMENT IKEA STORE 4322,Shopping
POS 1492 LOCAL MARKET,Other
AUTH 6606 SPROUTS LOS ANGELES CA,Grocery
REMITLY,P2P
CARD 5903 QUEST DIAGNOSTICS - OAKLAND CA,Health
AUTH 6362 WHITE CASTLE STORE 6362,Restaurants
ZILLOW RENT *4801,Rent
POS 7452 NBA LEAGUE PASS NEW YORK NY,Entertainment
AUTH 4057 FOREIGN TRANSACTION FEE - BERKELEY CA,Fees
PRICELINE STORE 8025,Travel
CASH ADVANCE FEE NEW YORK NY,Fees
FOOD LION,Grocery
POS 1970 WELLNESS CENTER,Health
POS 6578 HILTON,Travel
OVERDRAFT FEE SEATTLE WA,Fees
PRIMARY CARE,Health
SERVICE CHARGE STORE 1486,Fees
PAYMENT YARDI RENT,Rent
SEATTLE'S BEST,Coffee
UBER AIRPORT SEATTLE WA,Travel
PAYMENT SHELL SEATTLE WA,Gas
AUTH 8502 UBERPOOL,Transport
WEB 3031 LANDLORD TRANSFER /ONLINE,Rent
CARD 8189 AIRPORT SHUTTLE,Transport
PURCHASE DISNEY+ /ONLINE,Entertainment
PAYMENT HILTON *8811,Travel
ARBY'S STORE 9008,Restaurants
